gene	neg.1	neg.2	day1.1	day1.2
E1A_r60_a107	9.07	22.1	19.6	18.6
BC062780	4.24	3.3	5.96	2.42
NM_032564	1260	2050	1650	2340
XM_926667	416	829	433	928
AK054654	4.34	6.52	12.3	11.1
NM_000750	4.38	2.3	6.32	4.71
NM_002948	36400	67100	32800	61300
NM_015099	48.9	90.7	48.8	83
NM_002986	4.51	2.33	6.63	2.48
A_24_P732439	728	1610	480	1280
BX102314	33.5	77.8	50	58.8
NM_021574	822	1590	1090	1690
NM_005144	17.9	39.7	49.9	46.3
ENST00000325863	4.75	2.38	7.19	2.74
NM_174913	71.8	137	94.6	124
DB378326	18.4	25.7	12.1	25.5
NM_014427	3410	4490	3160	3220
AK127326	371	651	312	588
ENST00000252509	71.8	248	93.6	194
THC2283996	32.9	63.2	18.7	66.7
AV740906	5.1	2.45	7.91	2.52
BC037911	280	325	216	315
NM_182485	28.7	19.9	8.07	14.4
NM_000610	16100	25200	25000	35200
E1A_r60_1	122000	195000	70200	195000
NM_199206	5.32	26	8.22	22.6
NM_018154	1930	2620	3620	4500
NM_021071	4.97	2.41	6.66	2.35
NM_144615	23.9	31.6	34.1	27.1
NM_138331	5.02	4.83	6.78	2.38
NM_005117	5.04	2.39	6.82	2.39
NM_032603	377	795	172	313
AK123849	29.4	47.4	32.6	47.5
NM_001031684	22600	42100	24300	32200
NM_000256	29.6	40.6	45.3	30.5
NM_001013406	103	127	91	130
NM_153688	257	520	292	532
NM_005160	321	514	363	539
NM_020386	3850	4570	3430	4000
A_24_P919283	82.6	170	128	195
NM_018996	18.3	14.4	16.4	15.4
NM_006479	2280	3790	2930	4590
CD174733	29500	50200	23800	44000
NM_001826	3530	6570	2750	5680
NM_153448	4.77	5.03	8.73	5.37
ENST00000095634	84.9	85.4	68.4	60.7
NM_014885	695	928	495	879
NM_031452	1180	1530	686	959
NM_174933	78.1	64.2	69.1	69.5
ENST00000381498	49.2	79.8	24.4	51.3
NM_003953	339	439	333	483
BC007968	95.1	131	90.8	141
NM_003113	25600	32700	22700	32600
NM_152492	4.38	2.2	5.69	2.36
NM_001004331	4.35	2.19	5.63	2.36
A_24_P844100	59.4	134	42.5	69
NM_152527	4.28	2.18	5.52	2.35
NM_133170	4.25	2.37	5.47	2.35
NM_031946	1090	1710	1010	1460
THC2337124	4.19	10.9	5.39	17.7
NM_018193	2180	5320	2580	5170
NM_001006627	4.48	2.16	5.32	2.34
NM_138426	274	564	417	874
BC016905	4.1	11.7	5.27	18.4
NM_018018	4.08	2.71	5.25	2.33
NM_004491	15.7	17	15.8	19.4
NM_003893	87.9	140	48	80.4
NM_021936	4.04	2.16	5.22	2.33
AK095276	6.93	3.32	5.6	6.53
AB040932	126	155	102	182
NM_138995	4.02	2.16	5.23	2.34
THC2314858	4.01	2.16	5.24	2.34
NM_175056	4.01	2.17	5.26	2.34
NM_178549	32	42	36.8	51.2
NM_004496	86	115	77.5	182
NM_020181	16.3	15.7	14.1	13.9
A_32_P103162	4.04	2.18	5.37	2.36
NM_003951	1260	2650	1270	2420
AK093872	4.06	2.86	5.46	4.79
BX118153	4.08	2.2	5.51	2.38
THC2317680	5.89	2.21	5.57	2.38
NM_002341	91.8	139	143	192
NM_014516	299	629	328	550
NM_152734	1660	4250	3040	5250
S81916	4.19	15.4	6.15	12.9
A_24_P925518	4.22	4.24	5.92	2.67
THC2438642	4.26	2.26	6	2.43
AK092751	119	129	136	236
A_24_P273014	434	813	339	520
AK057304	4.36	3.34	6.28	2.45
BC062482	5.92	16.7	6.38	10.8
A_23_P374664	8.05	20.6	6.48	16.4
NM_020404	44.2	61.1	60.8	61.4
A_23_P136857	87	181	29.3	132
NM_002340	1460	3460	2230	5150
NM_006603	2550	3450	3130	3480
BF513091	35.4	64.5	25.2	59.9
NM_007152	401	509	434	394
AK022793	4.77	2.39	7.25	2.51
AL050107	136	271	137	222
NM_000966	305	384	391	476
NM_005356	11.7	9.26	7.58	9.39
NM_006806	4710	8810	5520	10500
NM_001013739	2840	3210	3630	3560
NM_001512	593	902	496	696
BC019583	5.13	2.45	7.96	2.51
NM_019048	6170	8630	3740	7090
NM_174917	941	1360	833	1070
NM_005906	22.3	19	8.16	13.7
AT_L_M	5.3	2.46	8.21	2.49
NM_016651	1140	755	732	1090
A_32_P22679	38.2	79.7	28.3	61.3
NM_005110	629	1430	889	1830
AK027340	23.8	34.7	52.8	29.8
NM_001822	2360	3940	2210	3520
NM_002752	526	1280	657	1140
NM_005203	355	897	886	1600
R07642	5.83	4.88	6.84	6.25
NM_005309	179	216	218	198
NM_002035	1240	2050	1700	2100
NM_031490	818	1540	868	1490
A_24_P927205	4.98	3.36	7.12	2.42
NM_022831	297	502	558	612
NM_000433	7.12	2.31	12.6	25
NM_005328	4.89	4.88	6.57	3.6
NM_014702	995	1280	1010	1580
A_24_P928819	4.82	2.29	6.45	2.41
NM_198904	41.1	68.2	47.8	68.1
NM_176801	11800	14000	13000	17100
W31297	2180	3490	1800	3530
NM_017867	820	1980	575	1800
NM_148897	4.63	2.24	6.1	2.39
A_24_P170203	2760	4270	2240	3740
AK092921	2750	2860	3060	3700
NM_012208	2950	3790	2240	3190
CR627475	3260	3960	1710	2650
AK090611	21.7	30.4	33.5	61.9
NM_144669	4.39	2.2	5.71	2.36
NM_001035530	4.36	2.53	5.65	2.36
BC053880	32	52.5	22.9	54.2
NM_018242	201	334	358	459
NM_001676	4.26	2.69	5.49	2.35
NM_002205	352	471	443	664
NM_170692	643	1050	818	1030
NM_001455	666	904	694	834
AI754733	14.7	37.6	19.3	43.1
NM_153831	362	463	279	480
NM_020922	7.84	3.81	5.27	3.89
NM_006266	105	198	130	216
NM_015335	1630	3250	1640	3410
NM_152740	496	905	769	1460
BC094756	16	30.7	25.9	24
THC2325987	10.1	7.71	13.2	8.29
U80760	6.28	13.7	7.78	12.3
NM_001001930	53.6	75.6	98.2	172
NM_012106	4420	5410	2760	5110
NM_002147	375	581	449	867
NM_018216	390	747	407	694
NM_021652	4.58	5.85	5.29	5.25
BC024007	256	376	272	563
NM_000709	5260	8030	5560	9140
AB002330	241	464	223	361
A_23_P89506	4.05	2.59	5.44	4.66
CA314936	214	590	152	314
NM_001781	4.09	2.2	5.54	2.38
NM_001118	10.4	21	13	22.5
NM_019625	37.7	42.4	30.8	38.8
AK096229	472	804	743	1010
A_24_P926115	30.1	46.8	57.8	39.8
NM_000618	4.21	3.79	6	3.91
NM_033163	4.24	5.05	5.96	2.42
AK125808	35.8	41	27.8	41.4
NM_003485	23.6	15.9	7.06	18.4
BC041867	8.31	6.42	6.23	8.25
Z34282	6.73	17.9	6.33	18.4
NM_015697	601	866	548	947
NM_001646	10.8	17.7	15.7	13.2
NM_015367	65.5	103	85	107
THC2457293	4.56	2.34	6.75	2.48
NM_152526	4.6	5.53	6.86	8.4
NM_031157	44400	102000	43000	77500
AF086335	241	196	240	184
NM_006598	40.2	42	98.4	62.1
NM_000446	4.8	2.39	7.31	2.51
THC2300222	12.1	31.9	9.99	29.5
BC073918	4.9	8.07	7.53	5.45
NM_175575	18.7	12.1	7.63	3.5
ENST00000373575	511	1020	423	858
BC043255	5.05	13.8	7.83	2.51
NM_005613	5.1	24.9	12.9	48.2
NM_153342	1190	1720	763	1170
NM_013249	17.1	30.3	18.8	31.8
NM_153320	54.9	94.7	54.6	80.7
NM_001025495	11.3	4.8	8.19	4.88
NM_181776	5.32	2.46	8.24	2.48
NM_001324	3270	3820	3570	3900
NM_015896	82.8	151	229	450
ENST00000327652	4.99	2.4	6.7	2.36
NM_000413	120	133	94.3	107
NM_013373	373	495	510	478
DA711948	5.04	7.56	12.8	6.79
M64109	167	411	175	306
NM_153756	12.2	16.9	44.5	91.1
NM_177966	115	196	55.6	95.2
NM_004089	5.02	4.13	7.98	6.3
NM_183001	271	480	267	344
AK093548	43.7	41	32.8	39.3
NM_021626	2260	3540	3090	4730
NM_018438	933	1060	976	1230
NM_032836	192	265	119	176
A_23_P40290	4.87	2.3	6.53	2.41
AW166562	4.83	2.29	6.47	2.41
NM_001002880	505	814	415	779
NM_031455	6.88	7.68	12.3	23.2
NM_019057	4.72	2.26	6.27	3.98
NM_017943	8.66	6.32	7.88	12.1
NM_032046	4.64	2.25	6.13	2.65
NM_004481	861	1050	495	660
NM_014950	94.1	142	110	148
NM_000790	4.52	2.22	5.92	2.38
BC034308	4.48	2.21	5.86	2.37
NM_005053	2310	3690	2530	3160
NM_000875	26.1	25.5	20.8	25.7
CR608347	8240	11800	9960	15500
NM_020662	653	1600	638	1430
NM_002771	21.3	11.4	22.6	13.3
NM_030919	1700	3030	1700	3430
A_24_P50554	23500	53700	19600	43200
NM_014396	197	338	228	405
NM_000130	4.18	9.06	5.38	4.03
NM_000110	23.8	70.6	52.2	110
NM_015386	1370	2310	1450	2370
BC033227	54.6	60.2	28.8	34.2
E1A_r60_a107	24.5	21	12.9	18.1
NM_199168	4.07	17.1	5.24	8.39
NM_001245	4.06	3.46	5.22	3.77
NM_138334	347	507	412	525
AB025028	4.03	2.15	5.21	2.33
AT_W_5	8.02	2.15	8.45	2.33
BC039399	26	75.6	36.2	142
AF151697	201	488	108	273
NM_006895	4.01	2.16	5.23	2.34
ENST00000334973	392	603	471	782
NM_014994	113	192	109	219
NM_002755	3030	4080	3100	4700
A_32_P82119	42	103	38.3	71.3
DA199974	254	395	226	367
NM_002546	34.7	39	32.8	47.5
BM968605	4.06	2.19	5.46	2.37
NM_014666	1980	3230	1240	2510
NM_024793	985	1580	1180	1440
NM_130441	5.79	3.59	5.63	4.22
NM_000579	18.9	49.2	35	37.2
A_24_P75856	4.17	15.3	23.2	7.52
NM_002349	4.19	2.24	5.84	2.41
NM_147780	2010	3100	3040	3850
NM_030766	7.33	3.77	6	5.53
NM_031474	28.4	46.4	11.1	38.4
NM_014278	244	566	189	538
AK057956	287	151	105	110
AK098064	4.4	2.3	6.38	2.45
AF462446	130	160	340	391
NM_020948	575	1000	424	1030
NM_017901	62.4	88.2	22.1	40.2
NM_004228	1500	2130	1640	2190
NM_006766	991	1400	915	1290
NM_015683	670	954	643	1080
NM_176891	63.1	157	119	280
AL832540	217	386	385	401
AW188368	4.83	20.8	7.37	16.2
NM_005787	1270	1750	649	853
NM_018460	4.93	2.41	7.58	2.51
K03192	8.21	8.49	7.69	2.51
T26612	55.5	125	28.7	83.6
ENST00000309874	5.08	37.7	7.88	15.8
NM_001017373	154	561	162	400
A_24_P928561	6.73	18.2	8.05	12.5
NM_004369	28.5	80.6	63.2	94.9
ENST00000309829	83.8	266	95.7	143
CR611122	168	322	108	220
ENST00000252773	8.57	10.2	8.26	18.5
NM_025137	52.9	110	61.3	113
NM_005469	1130	1460	1010	1570
NM_005915	11400	16800	6420	12900
NM_014733	5.03	4.54	9.78	4.86
NM_004995	290	378	405	649
NM_000937	84.2	98.4	97.2	91.7
NM_001017972	838	1230	971	1580
NM_178830	463	616	410	521
NM_017634	1910	3760	2410	4280
BC032757	13.2	21.2	10.2	10.2
NM_004870	2130	3850	1920	4010
NM_080863	56.5	101	52	98.1
BM703463	45	29.8	34.4	27.6
A_24_P916759	4.88	2.3	6.55	2.41
ENST00000228360	79.8	92.8	73.7	93.1
BX090520	43.9	50.6	26.8	53.9
NM_005733	1730	3020	1990	4670
NM_003280	20.8	21.1	13.3	21.6
AJ420450	83.4	89.7	82.5	103
NM_022744	34.7	52.8	21.4	53.3
NM_153444	4.62	2.24	6.09	2.39
NM_000092	5.91	4.97	6.02	10.3
ETG10_13482	7.19	2.22	5.95	2.38
NM_017864	1320	2620	1340	2280
BG623116	4.46	2.21	5.81	2.37
AK125099	133	127	78.6	131
ENST00000216649	5.39	3.92	5.69	5.62
THC2241022	4.35	2.19	5.63	2.36
NM_002759	1830	2780	2940	3020
W60905	4.28	11.5	5.52	10.5
AK092875	89.5	112	122	148
NM_012241	1270	2010	743	1080
XM_943718	5.84	9.88	9.39	6.64
NM_020422	835	1060	859	1290
A_24_P494658	791	2490	1030	2830
NM_022373	223	449	244	495
BC012204	160	230	58.5	146
NM_015584	4630	8390	3420	6890
AW275011	4.05	2.15	5.21	2.33
NM_000404	715	1210	334	692
NM_025215	15400	25200	8970	16400
BC016140	8830	12800	12000	22300
NM_016652	111	196	27.1	137
BF754999	31.8	52.2	31.3	54
BC020226	4.01	3.47	6.94	4.12
NM_024745	920	1940	1240	2780
NM_006923	722	1470	666	1740
NM_002764	2970	3850	3220	3710
BF326020	215	499	246	522
NM_032973	5.33	2.18	5.39	2.36
NM_017590	49.5	112	61	107
NM_002502	943	1270	721	1080
A_23_P435390	4.09	2.2	5.54	2.37
E1A_r60_a97	3510	6180	4950	6240
A_23_P320728	90.3	176	72	107
NM_015450	547	952	591	876
NM_148909	3050	4250	2720	3790
NM_000532	3140	5160	4430	5330
A_24_P846755	308	583	365	524
NM_004950	4.27	2.26	6.05	2.42
NM_004235	456	606	512	548
NM_178812	1680	2530	632	1890
NM_145647	1660	2370	994	2530
A_24_P794833	676	1080	344	1060
AI089783	4.47	2.31	6.53	2.46
A_24_P891472	4.51	8.53	12.7	8.28
NM_018227	47.1	77.8	45	73.4
NM_030801	1300	1880	1750	2790
NM_016070	4250	7060	2690	4490
A_24_P195400	524	1150	286	637
NM_025188	604	1150	1170	1530
AK000925	121	176	177	169
BC016291	5.36	24.3	7.42	28.9
AK092572	873	1130	651	859
NM_025233	4990	7270	3370	5790
NM_021114	6.51	9.01	7.74	8.73
NM_153709	79.8	170	117	154
NM_214675	5.1	2.43	7.92	2.5
THC2397741	63.1	57.8	40.8	43.4
NM_014906	5.19	9.99	8.09	15.7
NM_000792	5.24	2.71	8.15	3.58
NM_004504	2670	6890	5010	6520
NM_152373	63.4	156	61.8	169
NM_032920	19.2	47	19.7	47.8
NM_007072	4.96	2.41	6.61	2.35
NM_006512	4.98	2.4	15.4	2.36
XM_934407	1150	1790	1020	1810
NM_000826	5.02	2.39	6.76	2.39
BC105992	67600	67000	25300	49700
NM_018145	4220	6220	4200	6050
AK093340	5.03	2.37	6.81	2.41
AK057652	141	144	151	204
NM_152454	5.01	2.35	6.78	2.41
NM_001031712	467	747	369	638
ENST00000299415	54.1	37.5	37.1	31.5
A_24_P561165	4.95	2.38	6.67	3.87
NM_013270	10.9	8.94	13.9	16.7
NM_020868	4.89	2.31	6.57	2.42
ENST00000327669	10.1	4.38	6.51	2.53
NM_000081	269	318	349	424
NM_001004472	4.79	2.28	6.39	2.41
NM_000245	92.9	112	120	139
NM_001955	45.3	50.8	36.5	35.8
BC033233	4.67	2.25	6.18	2.4
NM_020884	12.5	3.72	16.1	4.94
THC2405620	406	404	367	483
NM_001033662	41	50.9	27.2	42.9
NM_152891	4.51	13.5	5.9	11.1
NM_002515	65.5	90.8	72.8	114
NM_001995	640	756	645	759
NM_024422	13.8	12.4	16	25.3
THC2410448	33.5	65.7	42.1	66.3
NM_018043	5.25	8.8	15.1	16.8
BC018140	51400	80400	31900	67500
NM_176825	4.26	2.17	5.49	2.35
NM_032316	654	972	601	990
NM_022469	4.75	4	5.4	2.34
NM_139005	58.9	82.6	49.3	104
NM_003472	6290	11100	5950	10600
RC4	4.13	2.15	5.91	2.33
BU187991	1650	2240	1180	2520
NM_173539	9.88	17.3	10.6	25.4
AK024238	4.07	2.15	5.23	2.33
NM_003581	95.5	124	96.8	123
A_24_P418019	1700	5360	1550	4910
NM_145286	4.03	2.15	5.2	2.33
NM_138383	424	622	440	621
THC2453346	118	148	86	198
NM_000230	4.01	2.15	5.21	2.33
NM_000661	35200	73700	34900	67900
NM_001729	4.01	2.16	5.69	6.6
NM_015270	192	323	220	576
NM_153338	28400	66300	20300	59700
NM_001015892	5370	10700	5180	10400
BC002463	37800	51500	49600	70200
AF217973	4.86	4.15	7.56	2.55
NM_016212	96.6	133	139	183
A_24_P695691	4.08	2.2	5.51	2.37
ENST00000273083	4.69	4.91	5.56	9.83
BX105952	355	522	469	576
NM_020154	9990	22600	15300	21300
NM_007023	4.17	4.53	5.76	3.1
NM_000112	117	198	197	224
NM_012296	10.2	4.63	14.2	8.4
NM_032217	11.2	11.9	6.09	11.6
NM_000093	10.3	13.5	6.18	33.7
NM_014477	4.37	2.28	6.28	2.44
NM_017909	488	963	293	686
AB075859	8230	15400	6440	13600
A_24_P933410	4.49	2.31	7.73	2.46
NM_001014797	89.5	254	188	284
BC010609	318	809	218	487
NM_002715	2240	4530	1250	3770
NM_004482	6420	19000	4200	17900
NM_016464	1150	1930	990	1430
NM_007232	26.3	48.6	48.5	50.9
F10881	58.2	160	101	146
BC042539	341	494	381	623
AK095102	4.93	2.4	7.59	2.5
BF195626	24	31.5	7.7	33.5
BC001644	5.03	2.42	7.8	2.5
NM_153356	5.08	5.69	7.89	4.32
NM_138612	5.12	7.26	7.98	6.87
AK022184	5.17	2.44	8.06	2.5
NM_003811	63.6	83.8	65.2	76.1
NM_006428	9180	10600	8330	9530
AK128620	5.3	2.45	8.23	2.48
THC2339346	5.33	15.4	8.27	15.4
NM_001131	4.97	4.93	6.63	2.36
XM_104657	4.99	16.2	10.4	13.7
NM_170725	497	592	456	599
NM_001040179	5.02	2.39	6.77	2.39
NM_080649	1100	1990	755	1490
NM_003052	12	11.5	17.2	7.93
NM_033364	30.2	46.6	34.4	36.5
NM_025109	8230	12900	5380	8910
BC008248	5	8.09	9.54	9.21
W04231	4.98	2.34	6.72	2.42
NM_001158	17.3	10.6	10.4	8.73
CA423858	33.8	33.3	18.7	26.3
NM_205856	12.8	2.31	11.5	3.2
NM_015264	66.7	104	37.9	78.1
AK094525	4.83	2.29	6.47	2.41
NM_001789	482	728	218	325
NM_020314	515	674	530	732
NM_079422	4.72	2.27	6.27	2.4
NM_014662	280	322	206	318
NM_007152	421	496	359	400
THC2435731	4.61	2.24	6.06	2.39
NM_032116	1210	1480	839	1130
A_24_P682579	4.53	2.22	5.93	2.38
DA234975	6.58	21.7	5.86	9.73
NM_003194	1360	2150	1130	1930
NM_001001481	497	546	563	669
NM_018028	877	913	552	574
NM_004797	4.34	2.19	5.62	2.35
NM_018215	251	373	221	346
W95609	79.5	139	63.2	135
NM_001335	4.24	7.2	7.11	4.84
BC040669	6.76	4.73	5.42	2.34
AL080072	4.18	2.16	5.38	2.34
NM_015384	155	172	147	176
AK025326	11.4	24.8	10	21.5
NM_021201	4.11	3.55	5.28	2.33
A_24_P936298	4.09	2.15	5.25	2.33
AY358357	4.07	9.6	5.23	7.86
NM_016835	11	25.9	34.8	28.7
BC030102	597	651	437	596
NM_015464	4.03	2.15	5.2	2.33
NM_001380	436	720	499	974
NM_153031	4.01	2.15	5.2	29.9
NM_007259	1190	1980	734	1990
NM_006711	6930	10600	5480	8820
NM_004356	6790	8690	5840	8140
NM_006299	837	1120	500	980
NM_021036	3370	5940	4120	7500
NM_020408	2200	2660	1760	2270
NM_024749	85.7	96.4	134	133
NM_025222	83.5	168	78.4	139
AK026773	4.07	2.19	5.48	2.36
NM_014693	4.6	2.2	5.53	2.69
NM_018195	333	501	235	296
BC036702	4.13	4.82	5.66	2.38
NM_015063	10.2	11.3	22.9	5.58
NM_000943	1740	3630	3960	5910
NM_139318	9.6	5.17	15.1	12.7
NM_020397	114	153	118	186
NM_015359	5.93	12.6	6.05	7.64
THC2294545	4.31	2.49	6.14	2.42
NM_182800	698	1160	351	931
NM_017653	114	194	138	215
NM_004060	1740	3350	2360	3810
ENST00000354417	13.8	9.97	6.54	7.05
AK000318	907	1320	1060	1600
AK096586	4.56	2.33	6.75	2.47
NM_018963	49.9	133	90	176
THC2307122	77.5	144	81.2	186
AK055281	4.7	2.36	7.09	2.48
NM_005000	711	2300	692	1950
NM_012089	19	101	44.7	69.9
NM_005561	412	765	584	882
NM_006390	109	141	60	160
NM_018036	1010	1220	1110	1580
NM_001426	14.3	27.9	14.6	49.6
A_24_P685995	5.1	2.43	7.94	2.5
NM_004654	5.15	2.44	8.02	2.5
NM_006256	155000	229000	161000	218000
AI435484	5.24	15.4	8.16	13.9
AF055376	5.27	2.45	8.22	2.48
NM_000603	113	156	117	116
BF376089	5.34	12.1	8.29	9.46
NM_005557	4.95	12.5	6.59	4.06
BC063641	10.2	12	40.8	46.9
NM_001005209	143	139	110	104
NM_005194	11200	12900	8020	8300
NM_053042	1470	1390	649	1230
NM_000044	5.02	2.38	6.78	2.4
NM_002738	5.02	2.37	6.78	2.41
NM_014668	5.01	5.46	6.77	3.62
NM_025114	944	1220	603	840
NM_002546	104	99.1	97.2	124
NM_181894	4.96	2.34	6.69	2.42
NM_199127	70.1	60.8	56.4	64.8
BG163514	104	211	97.8	153
NM_194279	7290	16100	6250	10700
NM_005255	1290	2330	1420	2310
NM_002746	190	268	235	299
A_32_P404896	4.78	2.28	6.36	2.41
AA554768	79.2	152	94.9	161
THC2404308	174	184	103	145
A_32_P144452	4.66	2.51	6.16	4.07
A_32_P90468	33.1	62.9	30.6	48.2
AK024371	81.4	98.5	65.1	79.6
NM_022103	136	141	93.9	114
NM_005091	6.61	2.22	5.89	2.37
NM_000166	5.01	2.21	5.82	2.37
NM_173542	125	149	122	173
NM_018654	7.87	6.64	6.89	4.92
AK123157	4.35	2.19	5.64	2.36
NM_182577	109	199	115	202
NM_016472	2240	3220	2840	3830
DCP_20_9	9.36	3.16	5.48	2.34
A_24_P922173	4.22	2.17	5.43	2.34
ENST00000367146	947	1350	690	1250
A_24_P298962	10600	24900	10600	21600
NM_018244	1990	2510	1330	1740
NM_031216	2750	6120	2990	5140
NM_002813	27.4	66.2	25.3	43.5
NM_002246	50.8	66.4	58.2	96.4
NM_001008397	852	2240	680	2200
NM_178566	12.9	25.3	11.1	27.9
NM_002495	4130	8920	5120	9790
NM_003142	6820	8160	3980	5910
NM_207414	10.3	9.58	5.19	6.9
NM_133473	54.9	83.5	50.2	100
NM_020766	4	3.07	12	6.48
THC2312785	84.2	88.3	92.9	119
A_32_P25065	4	2.16	5.24	2.33
BC048281	423	553	347	575
A_24_P921771	4.01	2.16	5.29	2.34
AI369525	214	255	252	238
NM_020377	4.03	2.17	5.36	2.35
AW589254	34.8	47.4	25.6	36.2
A_24_P790424	24.8	41	34.3	36.9
NM_198390	4120	10600	10600	12800
NM_199328	4.09	2.2	5.56	2.37
CK821950	4.12	3.1	5.62	4.88
A_24_P941040	4.14	2.21	5.69	2.38
NM_032015	5840	10300	3820	6700
BX101288	59.2	112	104	121
ENST00000330288	67.9	87.5	67.9	91.4
NM_024604	926	1760	557	1550
NM_000181	9610	14600	8180	17400
THC2286682	6.79	4.03	6.19	3.15
A_23_P59967	7.89	16.1	6.28	37.2
NM_024420	5.38	6.62	7.04	4.35
NR_001542	4.45	2.3	6.49	2.45
NM_006601	1150	2250	742	1690
BM989484	25.8	24.8	54	20.3
NM_138763	4650	9530	4920	10400
NM_019858	156	399	299	719
AK075065	192	358	172	385
NM_001410	244	267	337	385
NegativeControl	4.78	2.37	17.4	2.49
A_24_P929413	4.83	2.38	7.38	2.49
NM_000025	29	36.6	11.6	29.6
AK090412	10.4	2.4	7.6	2.5
NM_001620	174	307	235	356
NM_017906	2980	5490	2230	3450
NM_005550	1290	1690	1300	1730
NM_194271	87.7	278	68.9	248
AF426262	15.1	59.5	19.7	43.6
NM_198173	5.21	15.2	8.14	14.2
NM_152748	36.2	83.8	104	102
NM_012452	5.29	2.45	8.25	2.47
NM_007177	5.33	2.45	8.28	2.46
NM_014936	109	145	139	194
NM_001007071	329	406	78.2	143
AK074056	446	476	287	445
NM_000693	270	238	270	346
NM_006072	5.02	2.38	10.9	3.44
NM_015958	645	1120	309	621
THC2407189	272	403	298	443
THC2371471	43100	66600	46000	64200
NM_058181	1910	2010	1390	1720
AK074050	9.66	2.34	6.7	2.41
NM_152831	6.66	2.33	6.66	2.42
NM_175868	9500	13400	6720	9140
NM_032811	473	939	573	852
NM_198402	514	1120	675	1270
NM_020307	1190	2270	1610	2120
BC025767	66.5	89.3	55.6	74.8
NM_003873	116	214	223	438
ENST00000315707	19.4	16.6	19	15.1
AF131762	726	1310	981	1550
NM_025230	260	380	351	571
THC2342810	30.9	26.6	22.8	19.4
NM_004281	905	1590	790	1410
NM_007075	2220	2510	2190	2670
BC065520	2340	2910	2390	3080
NM_001397	208	310	237	387
A_24_P392742	60.9	129	55.7	140
RC12	4.37	2.19	5.66	2.36
NM_021069	4.33	2.97	5.6	4.6
AK024389	4.3	6.83	5.55	5.23
NM_014807	2200	3630	1810	2790
NM_194317	27.7	58.1	45.5	85.5
AL833530	9370	15700	11400	16000
AF116664	4.18	2.89	6.62	2.8
BC089443	813	953	664	768
NM_001356	261	299	177	292
BI058698	6.02	15	5.84	27.9
NM_004939	19700	33500	20900	31400
E1A_r60_a97	3910	6040	2340	6570
A_32_P152046	121	94.5	107	91
NM_003979	267	403	177	331
BE671947	6.45	2.93	10.9	3.88
NM_198149	2760	2680	4080	5910
AK055121	828	1030	334	735
AK131104	558	863	281	473
NM_003498	248	450	382	727
BC009036	110	170	113	173
AK123506	97.9	160	126	223
BX649001	4.01	2.16	5.27	2.34
NM_032361	6220	9450	5920	9490
CR749831	4.02	3.5	5.39	2.34
NM_005298	87.1	86.3	119	83.7
NM_021572	4.05	2.18	5.43	4.17
THC2263272	4.07	2.19	5.48	2.36
NM_000061	14	10.5	6.25	21.6
BC016947	4.1	3.17	5.59	2.37
NM_017512	1070	2150	1080	1890
XM_071013	4.15	25.7	28.3	18.2
AF220263	4.18	9.37	11.1	14.9
NM_031891	4.21	2.23	5.88	2.4
AT_T_5	4.24	2.24	5.96	2.4
NM_181783	61.3	102	23.8	89.7
THC2374977	4.31	2.26	6.14	2.42
NM_006190	474	1030	371	726
NM_170711	5420	8150	2980	6620
NM_133636	30.7	77.2	22.6	61.4
NM_014708	579	1050	296	949
NM_004341	4440	10200	3880	7930
NM_016014	8.11	62.1	29.1	56
AK024346	503	837	112	314
NM_139006	54.5	82.7	78.2	91.6
AK056550	1230	1770	403	1070
NM_001008540	65.4	60.3	162	157
NM_153358	171	288	203	251
BC067244	1710	4380	1900	4780
ETG04_27747	4.91	2.39	9.57	2.49
NM_014235	389	541	309	402
THC2347643	19	2.41	7.76	2.5
NM_015881	2650	5360	4620	7090
A_24_P914102	18.3	43	16.3	39.3
AW168154	5.15	2.43	8.03	2.49
NM_002467	7090	16700	2950	7570
NM_024039	598	863	673	863
A_24_P127442	3390	12500	5640	11400
BC010526	594	1490	862	1180
THC2286661	61.5	76.9	25	62.5
THC2310027	357	850	150	478
BC038840	4.97	2.4	6.63	2.36
NM_030786	144	181	118	291
THC2342936	5.01	2.39	6.71	2.38
BM563971	5.01	2.62	6.74	8.64
A_24_P651129	3070	3490	2270	3040
NM_000964	102	112	118	102
NegativeControl	5	2.36	6.75	2.41
THC2377398	4.99	2.35	6.73	2.41
NM_017785	5940	9680	6950	11700
NM_003621	58.1	60.3	57.1	72.5
THC2410202	4.93	2.33	6.62	2.41
AA132288	35.4	67.2	43.7	70.2
NM_021260	1380	2020	2020	2560
AA004800	4.84	2.3	6.47	2.41
NM_003029	3650	6930	3930	5550
NM_198480	7.14	15	9.69	14.1
AK093351	4.73	2.27	7.48	2.4
NM_004992	3860	4460	3260	4570
NM_006546	4240	6520	668	1180
NM_014388	571	911	482	700
NM_173859	4.57	2.23	6	2.38
NM_020422	43.5	41.1	40.9	45.7
NM_001001555	9.68	3.11	6.22	7.04
AK000313	41.5	23	23.5	21.2
THC2251863	4.42	5.52	5.74	3.26
NM_006804	959	1010	788	817
NM_015689	4.35	9.74	5.62	9.12
NM_016352	7.9	5.55	12.3	3.4
AK123649	147	274	168	245
A_32_P52046	476	522	412	524
NM_001464	4.22	2.16	5.42	2.34
NM_016155	2020	3210	2110	3920
NM_198282	1010	1770	1850	4020
U79275	41.6	89.7	74.6	122
